Acc_X,Acc_Y,Acc_Z
-3.507741,-9.857,0.204124
-3.001386,-9.337875,-0.75265
-2.913161,-9.43338,-1.107351
-3.327993,-10.162595,-0.595083
-2.628299,-9.401156,-0.173402
-3.180533,-10.252007,0.067001
-2.714912,-9.356217,-0.291381
-3.241326,-10.202468,-0.378354
-3.200361,-9.112949,-0.2891
-2.890051,-9.485312,-0.139063
-3.659045,-9.671713,-0.391505
-3.386599,-9.721883,0.256681
-2.919457,-9.663016,-0.901018
-3.348363,-9.898644,0.381621
-3.378923,-10.185603,-0.253574
-2.840632,-9.421991,-0.395695
-3.322068,-9.801328,-0.29989
-2.908447,-9.324671,-0.083779
-2.827552,-9.536753,-0.356655
-3.755393,-9.727058,-0.426573
-2.715624,-9.56697,0.160929
-3.565674,-9.806177,-1.342839
-3.887148,-9.980683,0.204817
-2.873689,-9.557315,-0.569011
-3.236837,-9.165779,-0.208859
-3.547862,-9.895254,-0.294541
-3.094069,-9.422881,-0.627168
-3.585948,-9.86039,-1.114339
-2.644589,-9.655342,-0.761427
-2.484809,-9.697731,-0.519267
-3.043012,-9.595525,-0.703623
-3.298643,-9.857219,0.327342
-3.587271,-9.503448,-0.443491
-3.230263,-9.905865,-0.639397
-3.166241,-9.88018,-0.807136
-2.427057,-9.722254,-0.304322
-3.594032,-10.224648,-0.429865
-2.993545,-9.073168,-0.088585
-3.161326,-9.893094,-0.387879
-3.420716,-9.456498,-0.331128
-2.880084,-9.708558,-0.101349
-3.924518,-10.070934,-1.368901
-3.046023,-9.761061,-0.058957
-3.429166,-10.579978,-0.769947
-2.742153,-9.190451,-0.460738
-3.299016,-9.76366,-1.139957
-3.242497,-9.907324,-0.840697
-2.468193,-9.681148,0.243346
-3.73612,-9.636985,-0.252993
-3.702379,-9.790071,0.064698
-3.238918,-9.944073,-0.562734
-3.103572,-9.261281,-0.734474
-3.314918,-10.486831,-0.836337
-2.969699,-8.977041,0.074383
-3.226218,-9.749949,-0.22389
-3.902496,-9.286176,-0.179248
-3.520123,-9.678692,0.476754
-3.360824,-9.534927,-0.751924
-3.537611,-9.875031,0.410266
-3.372409,-9.905357,-0.459704
-3.064368,-9.373816,-0.430293
-3.298627,-9.699446,-0.460593
-3.763703,-9.342266,-0.224656
-3.425472,-9.84575,0.138039
-3.413216,-9.510791,-0.723137
-3.509414,-9.938753,0.277113
-3.382463,-9.662997,-0.381295
-2.89425,-9.491829,-0.533761
-3.570107,-9.971726,-0.699952
-3.065192,-9.364709,-0.274314
-3.319594,-9.886973,-0.277727
-3.469463,-9.456816,-0.793924
-3.712323,-10.179093,0.277339
-2.319083,-9.649987,-1.026127
-3.454348,-9.258152,0.027048
-3.771394,-9.789001,-0.521428
-3.147,-9.22952,-0.160978
-3.704939,-10.116418,-0.448085
-3.0253,-9.093971,-0.16871
-2.878211,-9.757187,-0.451579
-3.719829,-9.686293,-0.668403
-3.737807,-9.726655,0.294821
-3.193137,-9.709538,-0.741701
-2.932407,-9.410683,-0.026735
-3.572845,-10.233221,-0.638653
-3.005427,-9.124337,-0.18085
-2.844247,-9.584653,-0.137003
-3.875034,-9.653692,-0.451561
-3.702827,-10.277639,0.450304
-2.955868,-9.555081,-0.727465
-2.849329,-9.322492,-0.277217
-3.495834,-9.874219,-0.464575
-3.38409,-9.192668,-0.148246
-3.287714,-9.575293,0.432682
-3.69575,-9.910798,-0.979777
-3.372814,-9.698278,0.29204
-2.852529,-9.924694,-0.897842
-3.023332,-9.32255,-0.296845
-3.311051,-9.606249,-0.415798
-3.745781,-9.298851,-0.112228
-3.644088,-9.619207,0.073266
-3.345317,-9.695809,-0.948068
-3.23324,-9.776886,-1.035023
-3.269212,-9.808498,-1.155097
-2.45823,-9.553253,0.796832
-3.642742,-10.384958,-0.468538
-3.150219,-8.949089,0.245843
-3.672948,-10.005708,-0.717371
-2.852903,-9.359268,-0.167048
-3.187701,-9.857591,-0.006083
-3.349071,-9.698548,-0.881048
-3.574818,-9.720022,0.367688
-3.241362,-9.730317,-0.399268
-2.818994,-9.415215,-0.446114
-3.805456,-10.125876,-0.686954
-3.392928,-9.315621,-0.129269
-3.282062,-9.773276,0.176492
-3.687422,-9.664619,-0.777429
-3.413549,-9.381889,0.208069
-3.40129,-10.276839,-0.519814
-2.974925,-9.253589,-0.084056
-3.241238,-10.000386,-0.501937
-3.51032,-9.229728,-0.182817
-3.502083,-9.782074,0.108809
-3.236239,-9.840785,-0.71363
-3.03512,-9.413953,0.029895
-3.585317,-10.471904,-0.871172
-3.09818,-9.112566,-0.047402
-3.020409,-9.517304,-0.246039
-3.41164,-9.984451,-0.866523
-3.386492,-9.410444,0.111718
-3.309951,-9.884993,-0.441065
-2.88401,-9.273165,-0.3742
-3.315921,-10.159601,-0.726042
-3.402079,-9.280283,-0.399573
-3.162251,-9.589359,0.435908
-3.533031,-9.608688,-0.954424
-3.266924,-9.515016,0.5904
-3.299242,-10.046976,-1.080044
-3.240788,-8.924587,0.230787
-3.282532,-9.548965,-0.389899
-3.863889,-9.578126,-0.490847
-4.253024,-10.133829,0.21729
-3.189059,-9.246043,-1.104852
-2.879707,-9.240178,-0.02488
-3.639028,-10.379868,-0.566933
-3.140513,-9.022936,-0.095218
-3.348491,-9.648507,-0.118078
-3.969618,-9.555597,-0.554824
-4.039458,-10.345029,0.225407
-2.965219,-9.822986,-0.507483
-2.729827,-9.386079,-0.625631
-3.840463,-9.891753,-0.192116
-3.598793,-9.0957,-0.590413
-3.225149,-9.566156,-0.1167
-4.183559,-9.456142,-0.639899
-3.961859,-10.127256,0.381422
-3.503243,-9.539768,-0.565848
-3.06516,-9.679419,-1.218034
-3.367797,-9.772109,-0.774067
-2.78897,-9.372396,-0.114097
-3.593171,-10.16328,-0.024178
-3.168872,-9.280198,-0.038356
-2.945731,-10.072125,-0.11038
-3.561747,-9.619352,-0.900317
-3.939514,-10.241234,-0.237298
-2.787045,-9.706192,-0.362058
-2.889062,-9.200459,-0.170622
-3.815759,-9.985549,-0.432519
-3.325476,-9.216445,-0.129445
-3.036026,-9.800615,-0.020739
-3.901253,-9.875579,-0.828475
-3.666321,-9.93797,0.515316
-3.03787,-9.73717,-0.690064
-3.095545,-9.043409,-0.0047
-3.227659,-9.723145,-0.425763
-3.614301,-9.344188,-0.115339
-3.559256,-9.68445,0.295118
-3.595392,-9.893075,-0.768971
-3.247862,-9.565308,0.552498
-3.516921,-10.097642,-1.11201
-2.883041,-9.084677,0.128336
-3.039649,-9.865341,-0.379966
-3.67724,-9.510695,-0.192751
-3.859016,-9.678238,0.175618
-3.103132,-9.810999,-0.768028
-3.298854,-9.734484,-1.28127
-3.019922,-10.213081,-0.871598
-2.612252,-9.476479,-0.708991
-3.156649,-10.172488,-0.260493
-3.480021,-9.110731,-0.46653
-3.676995,-9.869397,-0.016543
-3.175521,-9.659953,-0.862406
-3.428198,-9.644796,0.129903
-3.232723,-10.018035,-1.130646
-3.140885,-8.960789,0.16919
-3.407354,-9.834852,-0.389339
-3.632216,-9.299573,-0.162366
-3.687411,-9.765641,0.341578
-3.561707,-9.790488,-0.925359
-3.09484,-9.308182,0.580787
-3.348615,-10.356233,-1.020075
-2.898997,-9.092145,0.002267
-3.337646,-9.475686,-0.295393
-3.808683,-9.506355,-0.270439
-3.656512,-10.04332,0.359276
-3.491943,-9.488132,-0.722178
-2.91871,-9.573184,-0.433092
-3.577642,-10.022955,-0.514771
-3.228031,-9.110698,-0.614323
-3.229379,-9.529248,-0.262691
-3.9664,-9.381048,-0.305633
-3.863362,-9.617138,0.084184
-3.49754,-9.730295,-0.515061
-2.85989,-9.663437,-0.79646
-3.386181,-9.806324,-0.573883
-2.862818,-9.316841,0.358289
-3.487402,-10.272833,-0.459581
-3.409828,-8.952939,0.217419
-3.465806,-9.786227,-0.46141
-3.290183,-9.481556,-0.0749
-3.710308,-9.43539,-0.335417
-3.5809,-9.86809,-0.920894
-3.449791,-9.452072,0.901671
-3.451161,-9.641986,-0.51024
-3.340563,-9.435178,-0.889481
-3.267179,-9.897566,-0.490358
-3.295093,-9.587635,-0.295557
-3.279021,-9.559238,0.345865
