Acc_X,Acc_Y,Acc_Z
0.369594,-9.891665,-0.905343
0.3632,-9.889755,-0.903142
0.4033,-9.886363,-0.937193
0.413477,-9.882438,-0.947566
0.357915,-9.887457,-0.924641
0.279334,-9.900726,-0.890505
0.168869,-9.902658,-0.834973
0.114358,-9.904726,-0.791
0.146523,-9.900593,-0.835438
0.291172,-9.899067,-0.922427
0.385611,-9.884833,-0.956013
0.330345,-9.892815,-0.912851
0.301615,-9.893263,-0.910422
0.280333,-9.895011,-0.909061
0.274546,-9.898535,-0.886516
0.359208,-9.895542,-0.845547
0.305603,-9.900515,-0.81741
0.268959,-9.899999,-0.838498
0.286849,-9.898,-0.884718
0.263813,-9.899355,-0.851436
0.269825,-9.900397,-0.821805
0.320635,-9.899865,-0.826993
0.342389,-9.895366,-0.844618
0.344928,-9.896238,-0.862392
0.363531,-9.891216,-0.896758
0.390066,-9.888824,-0.934598
0.399704,-9.885354,-0.938208
0.364397,-9.893744,-0.90487
0.356681,-9.889623,-0.900681
0.353223,-9.889622,-0.904803
0.324686,-9.896164,-0.889526
0.263374,-9.903255,-0.81848
0.189486,-9.905384,-0.76328
0.191915,-9.906754,-0.780916
0.217019,-9.905886,-0.811387
0.218616,-9.899929,-0.858448
0.246547,-9.897535,-0.946703
0.248577,-9.892391,-0.898524
0.234774,-9.897535,-0.843952
0.236038,-9.902856,-0.853396
0.228857,-9.90146,-0.884786
0.231675,-9.90175,-0.849042
0.27069,-9.900261,-0.832979
0.29769,-9.901527,-0.833577
0.250973,-9.901387,-0.833153
0.20159,-9.899866,-0.837767
0.215888,-9.902525,-0.876539
0.249812,-9.899794,-0.859344
0.249376,-9.904433,-0.775184
0.221475,-9.90452,-0.765475
0.18902,-9.903322,-0.857849
0.205314,-9.896938,-0.909527
0.244219,-9.898533,-0.896624
0.297261,-9.89638,-0.880167
0.315326,-9.897615,-0.857458
0.277238,-9.900082,-0.81603
0.233313,-9.904517,-0.810434
0.197333,-9.906845,-0.774186
0.222605,-9.902694,-0.800071
0.260447,-9.901394,-0.82114
0.295761,-9.899531,-0.861707
0.268095,-9.895808,-0.882192
0.22307,-9.900994,-0.923226
0.26055,-9.8958,-0.920432
0.301946,-9.89328,-0.916175
0.277075,-9.899995,-0.872083
